hinc,unemployed,age,married,migback,health,happiness
1200,0,48,1,1,9,10
1200,0,55,1,1,7,10
1400,0,29,1,1,8,8
1400,0,29,1,1,7,8
3500,0,34,1,1,8,8
3500,0,35,1,1,8,9
1500,0,22,0,1,7,8
1500,0,45,0,1,6,7
1500,0,24,0,1,6,9
1468,1,37,0,1,NA,7
2400,0,44,1,1,8,5
2400,0,55,1,1,4,7
1250,0,23,0,1,4,2
2400,0,19,0,1,9,9
3300,0,47,1,1,8,9
4300,0,20,0,1,10,9
4300,0,50,1,1,9,8
4300,0,45,1,1,6,7
4300,0,26,0,1,9,7
4300,1,24,0,1,9,9
1700,1,36,0,1,9,9
1700,0,28,0,1,10,10
3000,0,23,0,1,8,9
3000,0,53,0,1,8,8
3000,0,20,0,1,9,8
4238,0,32,0,1,7,8
4238,0,28,0,0,7,8
1935,0,46,1,1,5,5
1935,0,44,1,1,9,8
2600,0,32,0,1,7,7
NA,0,43,1,1,0,10
NA,0,19,0,1,NA,7
399,1,23,0,1,10,10
2400,0,45,0,1,8,7
3000,0,50,1,1,7,7
3000,0,49,1,1,5,8
1100,0,33,0,1,7,7
2600,0,36,0,1,5,9
1400,0,26,0,1,8,8
1400,0,57,1,1,2,8
1400,1,57,1,1,6,7
1755,0,70,1,1,7,8
1755,0,66,1,1,7,10
2773,0,19,0,1,7,3
2773,0,48,1,1,8,9
2773,0,43,1,1,0,4
2773,0,21,0,1,9,7
2773,0,18,0,1,9,7
2200,0,39,1,1,5,5
2200,1,30,1,1,5,7
2700,0,24,1,1,5,5
2700,0,30,1,1,8,8
2718,0,35,1,1,4,9
2718,0,39,1,1,7,8
1784,0,32,0,1,10,5
4000,0,33,0,1,10,8
2300,0,29,1,1,9,8
2300,0,28,1,1,9,9
4500,0,37,1,1,10,7
4500,0,33,1,1,4,7
2200,1,44,1,1,10,8
2200,0,17,0,1,NA,NA
2400,0,45,1,1,5,5
2400,0,21,0,1,9,7
2400,0,18,0,1,9,6
3100,0,63,0,0,3,10
2450,0,36,1,1,3,7
3400,0,37,1,1,8,7
4400,0,46,0,1,8,7
4400,0,22,0,1,4,7
1800,1,57,1,1,2,8
1800,0,70,1,1,5,6
1800,0,19,0,1,NA,8
3500,0,50,1,1,9,8
4000,0,40,0,1,10,9
2300,0,23,0,1,8,8
2300,0,43,1,1,6,8
3000,0,50,1,1,8,10
3000,0,51,1,1,7,7
3000,0,25,0,1,7,6
3000,1,23,0,1,8,6
5000,0,35,1,1,8,8
5000,0,38,1,1,NA,8
1700,0,53,1,1,5,7
1700,0,59,1,1,7,7
2800,0,50,1,1,7,10
2800,0,58,1,0,3,4
2900,0,64,1,1,5,7
2900,0,74,1,1,2,5
1500,0,45,0,1,8,8
2800,0,42,1,1,8,8
2800,0,54,1,1,6,9
2800,0,21,0,1,9,9
7000,0,39,1,1,9,9
7000,0,38,1,1,7,8
1500,0,28,0,1,8,10
1200,1,40,0,1,8,9
1200,0,21,0,1,10,7
3000,0,21,0,1,7,9
3000,0,42,1,1,NA,5
2300,0,38,1,1,8,8
2300,0,37,1,1,8,9
1770,0,52,0,1,8,6
2000,0,37,1,1,5,7
3000,1,21,0,1,8,5
1000,1,44,0,1,2,5
1000,0,24,0,1,9,8
1000,0,22,0,1,NA,7
2800,1,34,1,1,10,8
2800,1,35,1,1,8,5
1800,0,32,0,1,7,7
1300,0,34,0,0,3,5
4500,0,23,0,1,9,8
4500,0,48,1,1,6,7
4500,0,44,1,1,6,7
4500,0,19,0,1,8,7
2800,0,33,1,1,6,9
2800,0,27,1,1,10,6
2000,0,63,1,1,5,7
2000,0,65,1,1,5,8
1315,0,38,0,1,6,6
2250,0,49,1,1,6,7
2250,1,48,1,1,5,6
2250,0,25,0,1,10,10
2250,0,23,0,1,7,7
2250,0,18,0,1,7,6
915,1,36,0,1,5,3
5000,0,37,0,1,10,6
5000,0,65,0,1,2,5
5000,0,29,0,1,8,5
5000,0,25,0,1,5,5
5000,0,23,0,1,8,7
4500,0,24,0,1,6,9
4500,0,47,1,1,9,5
4500,0,46,1,1,8,8
4500,0,23,0,1,10,10
4500,0,17,0,1,NA,NA
650,0,26,0,1,9,8
1300,0,22,1,1,9,9
1300,0,21,1,1,10,8
NA,0,34,0,1,7,7
NA,0,28,0,1,7,7
800,0,20,0,1,4,4
800,1,52,0,1,3,5
800,1,24,0,1,5,4
800,1,21,0,1,9,7
2200,0,39,1,1,8,6
2200,0,31,1,1,8,7
3800,0,43,1,1,7,8
3800,0,51,1,0,5,7
1600,0,22,0,1,10,8
1600,0,57,1,1,0,2
1600,0,47,1,1,10,8
1600,0,25,0,1,7,6
3800,0,39,1,1,3,7
3800,0,49,1,0,6,7
NA,0,39,1,1,8,9
NA,0,49,1,1,6,9
NA,0,22,0,1,10,8
NA,0,56,1,1,5,9
NA,0,52,1,1,5,8
3500,0,47,1,1,7,7
3500,0,49,1,1,7,7
3500,0,26,0,1,10,8
4800,0,23,0,1,8,8
4800,0,58,1,0,8,8
4800,0,53,1,1,4,8
2000,0,29,0,1,8,8
2200,0,63,0,1,8,7
2200,0,57,0,1,8,8
NA,0,27,0,1,8,8
4000,1,29,0,1,10,8
4000,0,27,0,1,NA,8
3000,0,38,1,1,4,7
3000,0,41,1,1,7,8
1200,0,29,0,1,7,7
1150,1,43,0,1,6,5
4500,0,25,1,1,10,10
2400,0,31,0,1,6,8
2400,1,25,0,0,9,9
2400,0,19,0,1,9,8
3500,0,39,1,1,8,10
3500,0,34,1,1,8,9
4500,0,38,1,1,8,8
4500,0,37,1,1,7,7
1200,0,66,1,1,3,8
1200,0,64,1,1,6,8
3000,0,60,1,1,7,8
2500,0,20,0,1,9,9
2500,0,48,0,0,8,7
NA,0,30,1,1,0,10
4000,0,50,1,1,9,8
3000,0,38,1,1,3,5
1300,0,62,0,1,5,8
3000,1,21,0,1,10,10
3000,0,44,1,1,10,10
3500,0,40,1,1,5,10
3500,0,22,0,1,10,8
3500,0,18,0,1,10,8
3500,0,19,0,1,6,9
1800,1,53,1,1,5,8
1800,0,19,0,1,7,6
NA,0,29,0,1,7,7
NA,0,21,0,1,9,9
800,0,28,0,1,10,8
1800,0,25,0,1,9,9
2000,0,40,0,1,8,9
2100,0,32,0,1,8,7
3000,0,38,1,1,8,7
3000,0,39,1,1,8,6
2000,0,22,0,1,8,9
2000,0,50,0,1,7,6
3400,0,38,1,1,10,10
3400,0,45,1,1,7,9
3400,0,19,0,1,8,5
1200,0,21,0,1,9,8
1200,1,47,0,1,5,5
1200,1,65,1,1,5,9
1200,1,62,1,1,8,8
1684,1,51,1,1,5,5
1684,1,51,1,1,8,7
1684,0,22,0,1,9,8
4000,0,43,1,1,8,9
4000,0,44,1,1,10,8
2800,0,49,1,1,9,2
2800,0,46,1,1,7,9
3000,0,42,1,1,8,9
3000,0,41,1,1,8,10
3000,0,19,0,1,10,9
920,1,37,0,1,6,8
920,0,75,1,1,2,3
920,0,67,1,1,2,1
3300,0,23,0,1,10,9
3300,0,63,1,1,6,7
3300,0,57,1,0,8,8
3300,0,19,0,1,8,8
4000,0,40,1,1,8,10
4000,0,54,1,1,7,6
3100,0,27,0,1,6,7
3100,0,53,0,1,8,8
3100,0,24,0,1,10,9
4700,0,26,0,1,4,2
4700,0,65,1,1,7,5
4700,0,63,1,1,0,0
3500,0,57,1,1,8,8
3500,0,57,1,1,8,8
7500,0,34,0,1,9,8
7500,0,61,1,1,5,8
7500,0,56,1,1,6,8
7500,0,37,1,1,5,9
4200,0,35,1,1,9,8
4200,0,36,1,1,7,8
1545,0,21,0,1,5,3
1545,0,57,1,1,8,10
1545,1,43,1,1,5,3
1545,1,20,0,1,10,1
5800,0,42,1,1,6,8
5800,0,44,1,0,7,8
5000,0,40,1,1,9,8
5000,0,50,1,0,10,7
4700,0,40,1,1,7,7
4700,0,40,1,1,8,5
4700,0,19,0,1,10,8
4000,0,21,0,1,10,8
4000,0,58,1,1,7,6
4000,0,52,1,1,8,8
4000,0,28,0,1,10,6
4000,0,24,0,1,10,6
2200,0,34,1,1,10,7
2200,0,36,1,1,10,5
3700,0,37,0,1,7,6
3700,0,47,0,0,5,7
2700,0,37,1,1,8,7
2700,0,43,1,1,8,8
2500,0,61,1,1,3,2
2500,0,44,1,1,5,3
2500,0,22,0,1,6,8
4000,0,52,0,1,10,8
2500,0,35,1,1,7,9
2500,0,36,1,1,5,9
5500,0,42,1,1,8,8
5500,0,43,1,1,8,8
2400,0,27,0,1,8,8
3800,0,59,1,1,9,9
3800,0,58,1,0,9,9
2700,0,34,1,1,9,10
2700,0,42,1,1,10,7
4700,0,37,1,1,7,7
1120,1,32,0,1,8,8
NA,0,26,0,1,8,10
10000,0,37,1,1,10,8
10000,0,39,1,1,9,8
2500,0,37,0,1,8,6
3000,0,49,1,1,7,7
3500,0,38,1,1,10,9
3500,0,38,1,1,9,8
9000,0,37,1,1,6,7
9000,0,38,1,1,9,7
800,0,25,0,1,6,8
3900,0,48,0,1,8,7
3900,0,39,0,1,7,10
3000,0,49,1,1,8,8
3000,0,43,1,1,5,7
3400,0,34,1,1,9,9
3400,0,37,1,1,9,9
4600,0,42,1,1,2,5
4600,0,40,1,1,6,6
3600,0,25,0,1,9,7
3300,0,28,0,1,8,6
2500,0,61,0,1,9,9
1350,0,54,1,1,5,7
1350,1,56,1,1,2,5
3200,0,37,1,1,9,9
3200,0,33,1,1,8,8
2400,0,28,0,1,4,8
810,0,63,0,1,7,7
1600,0,37,0,1,7,6
2100,0,37,1,1,8,7
2100,0,29,1,1,5,7
3300,0,35,1,1,8,8
3300,0,42,1,1,7,8
4500,0,39,1,1,9,9
1300,0,51,0,1,6,8
1200,0,67,1,1,7,7
1200,0,70,1,1,6,7
3500,0,46,1,1,9,10
2500,0,31,1,1,10,10
2500,0,34,1,1,5,8
3200,0,52,0,0,8,8
3200,0,17,0,1,NA,NA
NA,1,36,0,1,6,7
1600,0,26,0,1,9,6
3600,0,24,0,1,6,8
3600,0,24,0,0,NA,9
3200,0,31,1,1,10,9
3200,0,28,1,1,7,7
3500,1,29,1,1,9,7
NA,1,53,0,1,0,6
NA,0,43,1,1,7,7
NA,0,46,1,1,7,7
NA,0,20,0,1,10,8
NA,0,17,0,1,NA,NA
NA,0,37,1,1,3,6
NA,0,35,1,1,7,5
2700,0,47,1,1,8,10
2700,0,52,1,1,8,8
1200,0,80,1,1,6,8
1200,0,72,1,1,4,5
2700,0,39,1,1,5,8
2700,0,43,1,1,6,8
NA,0,46,1,1,8,9
NA,0,47,1,0,8,8
3500,0,31,1,1,9,10
3500,0,30,1,1,8,10
1150,1,58,1,1,3,7
1150,0,66,1,1,6,8
2700,0,38,1,1,10,7
2700,0,38,1,1,2,7
2700,0,17,0,1,NA,NA
NA,0,35,1,1,9,8
NA,0,38,1,1,8,8
1600,0,40,0,1,2,3
3800,0,35,1,1,10,8
3800,0,56,1,0,7,9
3900,0,40,0,1,6,6
3900,0,40,0,0,6,6
3200,0,69,1,0,5,9
1200,0,38,0,1,6,8
2450,0,36,1,1,7,7
2384,0,33,1,1,9,10
2384,0,38,1,1,10,9
1369,1,41,0,1,9,3
1369,0,48,0,1,8,7
3500,0,35,0,1,4,6
3500,0,33,0,1,10,8
800,0,68,0,1,9,10
2684,0,32,1,1,10,6
2684,0,36,1,0,8,9
4500,0,37,1,1,7,8
4500,0,48,1,0,5,6
3500,0,29,1,1,5,9
3500,0,25,1,1,NA,10
3000,0,47,1,1,8,8
3000,0,40,1,1,8,8
5500,0,40,1,1,8,10
5500,0,52,1,0,5,7
5500,0,17,0,1,NA,NA
1600,1,63,0,1,7,5
1600,0,86,0,1,4,9
1400,0,27,0,1,6,8
2400,0,27,0,1,8,8
2400,0,33,0,1,6,5
2350,0,54,0,1,7,6
2350,0,18,0,1,6,8
6000,0,40,0,1,5,7
5500,0,31,0,1,10,10
5500,0,27,0,0,NA,10
1000,0,23,0,1,7,10
3000,0,42,1,1,8,7
3000,0,32,1,1,8,8
3500,0,34,0,1,8,7
900,0,40,0,1,6,6
3800,0,36,0,1,9,10
2500,0,28,0,1,10,5
2500,0,27,0,1,10,6
1500,0,40,1,1,7,5
1500,0,50,1,1,1,5
2020,0,41,1,1,5,7
2020,0,54,1,1,5,8
3800,0,45,1,1,8,8
2100,0,47,1,1,3,1
2100,0,46,1,1,3,8
3000,0,53,1,1,3,8
3000,0,60,1,1,7,8
3000,0,25,1,1,9,9
3000,0,29,1,1,10,9
NA,0,44,0,1,10,7
NA,1,52,0,1,4,5
2000,0,42,0,1,8,8
2900,0,37,1,1,7,8
2900,0,41,1,1,9,8
2900,0,17,0,1,NA,NA
3400,0,37,0,1,7,7
3400,0,32,0,0,8,8
5000,1,63,0,1,8,10
5000,0,57,0,0,9,9
6000,0,32,1,1,9,9
6000,0,32,1,1,8,8
5000,0,23,0,1,8,7
3800,0,37,1,1,7,6
3800,0,36,1,1,7,7
4300,0,22,0,1,5,3
3200,0,30,0,1,8,8
3200,0,31,0,1,8,7
1767,1,46,0,1,10,8
1400,0,23,0,1,8,7
1400,0,56,0,1,3,8
1700,0,33,1,1,10,8
1700,0,36,1,1,9,8
2500,0,52,1,1,9,8
2500,0,25,1,1,8,7
2500,0,24,0,1,6,7
2500,0,28,1,1,NA,10
1600,0,39,0,1,7,7
3500,0,49,1,1,8,9
1200,0,26,0,1,10,8
1355,0,58,0,1,8,7
4600,0,29,1,1,8,7
3100,0,44,0,1,8,9
4400,0,44,1,1,9,9
4400,0,45,1,0,9,9
3000,0,28,0,1,8,8
1600,0,33,0,1,8,8
1600,0,21,0,0,7,6
2100,0,45,1,1,7,6
2100,0,41,1,1,9,9
8500,0,23,0,1,NA,10
8500,1,47,0,1,9,9
8500,0,47,0,0,10,10
8500,0,28,0,1,NA,9
1230,0,69,1,1,8,7
1230,0,67,1,1,9,7
3600,0,44,1,1,10,10
3600,0,45,1,1,8,10
2021,1,45,1,1,6,8
3900,0,38,0,1,6,6
2300,0,28,1,1,5,9
2300,0,37,1,1,8,10
3000,0,54,1,1,7,7
3000,0,51,1,1,9,7
2600,0,33,1,1,9,9
2600,0,32,1,1,10,10
1500,0,22,0,1,7,8
7000,0,42,1,1,9,9
5500,0,49,1,1,8,7
5500,0,45,1,1,4,7
5500,0,20,0,1,8,6
5500,0,18,0,1,7,7
2600,0,32,1,1,8,10
2600,0,41,1,1,8,9
4000,0,38,1,1,8,8
4000,0,35,1,0,8,8
3200,0,37,1,1,8,6
3200,0,38,1,1,4,7
2700,0,39,1,1,7,7
2700,0,37,1,1,7,7
3200,0,51,1,1,8,8
3200,0,50,1,1,5,5
3200,0,22,0,1,5,10
2300,0,25,1,1,7,8
1600,0,58,1,1,7,8
1600,0,71,1,0,9,9
1800,0,57,1,1,2,5
1800,1,61,1,1,3,8
1800,1,26,0,1,9,8
2800,0,27,1,1,8,8
2800,0,27,1,1,8,8
1700,0,35,0,1,10,7
1700,0,66,1,1,8,8
1700,0,56,1,1,4,8
3200,0,30,0,1,8,8
3200,0,31,0,1,8,9
3500,0,31,1,1,9,9
3500,0,39,1,1,8,10
3000,0,38,1,1,8,8
3000,0,36,1,0,7,8
2000,0,23,0,1,7,5
2800,0,28,0,1,9,8
NA,0,38,1,1,10,8
NA,0,43,1,1,10,8
3300,0,44,0,1,7,9
3500,0,27,0,1,10,9
3500,0,53,0,1,10,8
3500,0,20,0,1,10,6
2000,0,27,0,1,NA,10
1300,0,30,0,1,NA,10
1900,0,34,0,1,8,8
5600,0,44,1,1,5,9
5600,0,46,1,1,5,7
600,1,25,0,1,10,8
3886,0,38,1,1,3,7
3886,0,54,1,0,4,5
1900,0,59,1,1,7,10
1900,0,56,1,0,6,10
1650,1,28,0,1,5,8
1650,0,54,0,1,4,8
2500,0,27,0,1,5,4
NA,0,57,1,1,0,5
5000,0,20,0,1,8,9
5000,0,44,1,1,9,6
5000,1,40,1,1,5,5
5000,0,18,0,1,9,8
4600,0,30,1,1,9,9
4600,0,30,1,0,10,9
800,0,54,0,1,5,8
1680,0,20,0,1,9,7
1680,1,42,0,1,4,5
2500,0,31,1,1,4,6
2500,0,28,1,0,7,5
1400,1,39,0,1,9,7
1400,0,19,0,1,8,9
3350,0,46,1,1,8,8
3000,0,42,1,1,9,9
3100,0,25,1,1,8,10
3100,0,26,1,1,9,9
2800,0,41,1,1,10,9
2800,0,38,1,1,9,9
2400,0,33,1,1,8,8
2400,0,40,1,1,8,7
1800,0,28,0,1,8,8
1300,0,67,1,1,8,8
1300,0,79,1,1,5,8
2800,0,29,1,1,8,8
2800,0,34,1,1,8,8
3300,0,36,1,1,8,7
3300,0,35,1,1,8,8
2400,0,23,0,1,8,7
2400,0,22,0,0,6,9
3300,0,37,1,1,9,9
3300,0,42,1,1,8,10
2300,0,36,1,1,8,9
2300,0,45,1,0,8,9
3000,0,37,1,1,8,8
3000,0,38,1,1,7,7
4000,0,35,0,1,9,9
4000,0,30,0,0,8,9
1200,0,68,1,1,5,5
1200,0,67,1,1,5,5
2500,0,37,1,1,8,10
2500,0,41,1,1,9,8
2500,0,45,1,1,10,10
2500,0,20,0,1,8,7
399,1,49,0,1,6,8
625,1,36,0,1,8,5
1818,0,26,1,1,5,10
1818,0,26,1,1,8,8
2100,0,45,0,1,9,8
2100,0,19,0,1,8,9
2000,0,51,1,1,10,5
4500,0,24,1,1,10,10
NA,0,36,0,1,10,8
2800,1,35,1,1,8,7
2800,0,44,1,0,8,8
800,0,22,0,1,8,8
1400,0,43,1,1,5,8
800,0,23,0,1,8,8
NA,0,45,1,1,5,8
NA,0,39,1,1,5,8
NA,0,39,1,1,10,8
NA,0,44,1,1,9,8
1700,0,61,1,1,7,7
1700,0,63,1,1,NA,8
NA,0,28,1,1,9,10
NA,0,50,1,0,8,9
3300,0,31,1,1,8,8
3000,0,34,1,1,9,8
3000,0,43,1,1,8,9
4000,0,38,1,1,9,9
1500,0,52,1,1,5,5
1500,0,67,1,1,3,7
2000,0,37,0,1,7,10
1000,0,43,0,1,6,6
NA,0,36,1,1,7,7
NA,0,38,1,1,7,8
3500,0,26,1,1,8,7
3500,0,26,1,0,10,8
3000,0,31,0,1,8,9
3000,0,29,0,0,10,8
NA,0,35,1,1,5,5
NA,1,32,1,1,1,5
1700,0,38,0,1,6,8
2000,0,36,1,1,8,10
4500,0,34,1,1,8,7
4500,0,37,1,1,7,7
560,1,23,0,1,10,5
600,0,19,0,1,5,10
2200,0,55,0,0,5,5
2200,0,20,0,1,8,8
4000,0,24,0,1,8,9
4000,0,49,1,1,8,9
4000,0,43,1,1,9,10
2000,0,38,1,1,10,8
2000,0,33,1,1,10,10
3000,0,37,1,1,10,9
3000,0,37,1,1,8,7
2900,0,35,1,1,7,9
2900,0,30,1,1,8,8
1800,0,62,1,1,5,8
1800,0,63,1,1,8,10
3100,0,40,1,1,10,8
3100,0,39,1,1,8,8
3100,0,18,0,1,10,10
2200,0,56,1,1,10,8
2200,0,84,0,1,5,7
2200,0,55,1,1,10,10
2200,0,17,0,1,NA,NA
2500,0,26,1,1,10,10
2200,0,52,1,1,10,6
2200,0,50,1,1,10,10
2500,0,28,1,1,10,10
2200,0,23,0,1,10,10
2600,0,42,1,1,3,9
2600,0,44,1,0,5,9
2600,0,36,1,1,10,10
2600,0,36,1,1,8,10
1200,0,55,1,1,0,8
1200,0,60,1,1,5,10
850,0,19,0,1,8,8
1200,0,78,0,1,NA,8
560,0,64,1,1,6,8
560,0,66,1,1,3,6
800,0,47,0,1,10,7
3207,0,37,1,1,9,8
3207,0,41,1,0,9,10
3207,0,18,0,0,10,10
1000,0,77,0,1,9,8
3800,0,41,1,1,9,8
3800,0,43,1,1,10,8
3800,0,22,0,1,9,10
3800,0,18,0,1,7,9
1500,1,50,1,1,3,5
1700,0,38,1,1,7,7
1700,0,52,1,0,5,7
1300,1,45,0,1,7,7
1300,0,35,0,1,5,6
1000,0,49,1,1,7,4
1000,0,47,1,1,6,6
1034,0,74,1,1,8,8
1034,0,66,1,1,6,7
825,0,22,0,1,8,5
787,1,49,0,0,2,0
980,1,22,0,1,1,10
4500,0,23,0,1,NA,10
2250,0,20,0,1,10,8
4000,0,28,0,1,10,5
3000,0,19,1,1,9,9
1800,0,23,0,0,8,8
4000,0,27,1,1,6,8
2500,0,27,0,0,NA,8
2100,0,21,0,1,NA,9
630,0,74,0,1,NA,6
NA,0,22,0,0,NA,9
1468,0,17,0,1,NA,NA
3500,0,30,0,1,NA,7
850,0,18,0,0,NA,8
1300,0,30,0,0,NA,9
470,1,34,0,1,NA,5
1650,0,33,0,1,NA,8
1650,0,29,0,1,NA,8
450,0,38,0,1,NA,2
3200,0,45,1,1,NA,8
3200,0,41,1,0,NA,8
2200,0,29,0,1,NA,7
2200,0,29,0,0,NA,8
1221,0,20,0,1,NA,5
1221,1,57,0,1,NA,8
1800,0,54,1,1,NA,9
1800,0,38,1,0,NA,10
4000,0,33,1,1,NA,10
4000,0,32,1,1,NA,9
1000,0,20,0,1,NA,6
1800,0,27,0,1,NA,10
2500,0,28,1,1,NA,7
2500,0,22,1,1,NA,8
2700,0,36,1,1,NA,7
2700,0,29,1,1,NA,10
2800,0,28,0,1,NA,8
2800,0,28,0,1,NA,8
1650,0,27,1,1,NA,7
1700,0,30,1,1,NA,7
1700,0,30,1,1,NA,8
460,0,49,0,1,NA,10
2000,0,32,1,1,NA,7
NA,0,31,1,1,NA,7
NA,0,31,1,1,NA,9
800,0,31,0,1,NA,5
1500,1,42,1,1,NA,6
1500,1,54,1,1,NA,6
600,1,27,0,1,NA,7
2000,0,30,0,1,NA,8
2000,0,35,0,0,NA,8
700,0,24,0,1,NA,8
2008,0,32,0,1,NA,9
2008,0,30,0,0,NA,9
2400,0,31,0,1,NA,7
600,0,38,0,1,NA,5
1200,0,30,1,1,NA,9
1800,0,27,0,1,NA,8
900,0,25,0,1,NA,8
900,0,27,0,1,NA,7
500,0,28,0,1,NA,2
3000,0,25,0,1,NA,8
3000,0,25,0,1,NA,8
1000,0,30,0,1,NA,8
2700,0,27,1,1,NA,8
2700,0,61,1,1,NA,7
2700,0,40,1,1,NA,2
520,1,22,0,1,NA,5
5000,0,46,0,1,NA,8
5000,0,48,0,0,NA,8
NA,0,42,1,1,NA,8
1500,1,30,1,1,NA,9
1500,0,27,1,1,NA,10
5000,0,25,0,1,NA,10
3000,0,29,0,1,NA,9
3000,0,29,0,1,NA,8
3500,0,30,0,1,NA,9
5000,0,31,1,1,NA,9
5000,0,34,1,0,NA,8
2800,0,32,0,1,NA,7
2500,0,33,1,1,NA,8
2500,0,32,1,1,NA,7
2800,1,24,1,1,NA,9
2800,0,39,1,1,NA,9
1300,0,45,0,1,NA,5
2200,0,28,0,1,NA,10
1390,0,46,0,1,NA,7
1500,0,24,0,1,NA,5
1500,0,29,0,1,NA,10
1500,0,29,0,1,NA,5
1500,0,27,1,1,NA,9
1358,0,53,1,1,NA,8
NA,0,31,0,1,NA,NA
NA,0,36,0,1,NA,8
2600,0,31,0,1,NA,0
2600,0,49,0,1,NA,7
2600,0,27,0,1,NA,8
2600,0,20,0,1,NA,6
2200,0,26,0,1,NA,10
1200,1,34,1,1,NA,7
650,1,30,1,1,NA,8
1800,0,38,1,1,NA,8
1800,0,41,1,1,NA,8
1400,0,37,0,1,NA,7
NA,0,41,0,1,NA,7
NA,0,23,1,1,NA,9
1200,1,36,1,1,NA,10
1200,0,33,1,1,NA,6
1900,0,45,0,1,NA,10
1900,0,18,0,1,NA,10
1900,0,17,0,1,NA,NA
1400,1,24,1,1,NA,5
1400,0,24,1,1,NA,5
1000,0,36,0,1,NA,6
1200,0,52,0,1,NA,10
NA,0,37,0,1,NA,5
2000,0,35,0,1,NA,5
NA,0,45,1,1,NA,8
NA,0,41,1,1,NA,8
3300,0,33,1,1,NA,10
2200,0,41,1,1,NA,8
2200,1,35,1,1,NA,10
8500,0,42,1,1,NA,9
8500,0,40,1,1,NA,5
3600,0,67,1,1,NA,8
3600,0,49,1,0,NA,8
NA,0,30,0,1,NA,10
NA,0,30,0,1,NA,10
1600,0,26,1,1,NA,4
1600,0,33,1,1,NA,9
5000,0,21,0,1,NA,8
5000,0,54,0,1,NA,10
5000,0,48,0,1,NA,8
5000,0,19,0,1,NA,8
NA,0,43,1,1,NA,9
NA,0,42,1,1,NA,9
2000,0,25,1,1,NA,7
400,1,25,0,1,NA,3
4000,0,35,0,1,NA,9
4000,0,28,0,1,NA,9
1000,0,28,0,1,NA,6
1500,0,19,0,1,NA,8
1500,0,53,0,1,NA,8
1500,0,34,1,1,NA,8
1500,0,36,1,1,NA,9
2500,1,39,1,1,NA,5
2500,0,17,0,1,NA,NA
1368,0,33,1,1,NA,8
1800,0,25,1,1,NA,8
1800,0,24,1,1,NA,10
700,1,37,1,1,NA,9
700,1,27,1,1,NA,8
1500,0,31,1,1,NA,10
1500,0,44,1,1,NA,10
1500,0,21,0,1,NA,10
1510,1,26,1,1,NA,5
1510,0,34,1,1,NA,10
1207,1,46,1,1,NA,7
1100,0,44,1,1,NA,6
1600,0,23,0,1,NA,10
1100,0,52,0,1,NA,3
1025,1,60,1,1,NA,5
1025,1,58,0,1,NA,5
1250,0,29,0,1,NA,6
1250,0,32,0,1,NA,5
1400,0,28,1,1,NA,5
1400,0,28,1,0,NA,3
1000,1,38,1,1,NA,2
1000,1,32,1,1,NA,1
NA,0,18,0,1,NA,5
NA,1,36,1,1,NA,4
NA,0,22,1,1,NA,5
1120,0,36,1,1,NA,9
1500,0,30,0,1,NA,7
NA,0,33,1,1,NA,8
1800,0,27,1,1,NA,10
1800,0,24,1,1,NA,10
900,0,48,0,1,NA,7
1100,1,45,1,1,NA,5
1720,1,32,0,1,NA,8
1720,0,32,1,1,NA,10
1235,1,60,0,1,NA,10
1235,0,21,0,1,NA,9
1235,0,19,0,1,NA,8
1500,0,28,1,1,NA,8
1500,0,28,0,1,NA,9
1500,0,31,0,1,NA,5
1200,0,57,0,1,NA,10
NA,0,37,0,1,NA,2
NA,0,32,0,1,NA,7
1709,0,18,0,1,NA,7
1709,1,43,1,1,NA,8
1709,0,40,1,1,NA,6
2200,0,42,0,1,NA,6
3000,0,30,0,1,NA,9
3000,0,27,0,0,NA,8
2000,0,30,0,1,NA,9
1001,0,39,0,1,NA,4
1001,0,17,0,1,NA,NA
2900,0,41,1,1,NA,1
2900,0,50,1,0,NA,7
2900,0,17,0,1,NA,NA
5000,1,31,1,1,NA,10
5000,0,50,1,0,NA,8
NA,1,36,1,1,NA,5
NA,0,33,1,1,NA,8
1800,0,39,1,1,NA,8
1800,0,38,1,1,NA,6
1700,0,29,0,1,NA,9
3000,0,31,1,1,NA,6
1400,0,35,0,1,NA,8
2000,0,23,0,1,NA,8
2000,0,24,0,1,NA,10
2500,0,23,1,1,NA,5
2500,0,24,1,1,NA,10
1800,0,30,1,1,NA,10
1500,0,28,1,1,NA,10
1500,0,29,1,1,NA,4
3000,0,28,1,1,NA,6
1780,0,51,1,1,NA,8
1780,0,47,1,1,NA,8
1684,0,22,1,1,NA,10
1684,0,27,1,1,NA,8
2350,0,45,0,1,NA,8
1951,0,28,1,1,NA,4
2000,0,40,0,1,NA,7
1200,0,28,1,1,NA,6
1200,0,35,1,1,NA,6
2100,0,29,0,1,NA,8
2100,0,40,0,1,NA,9
910,0,36,0,1,NA,7
4500,0,33,1,1,NA,8
4500,0,36,1,0,NA,NA
3800,0,30,1,1,NA,8
3800,0,44,1,0,NA,7
1600,1,55,1,1,NA,0
1600,1,34,1,1,NA,3
NA,0,37,0,1,NA,8
2700,0,26,0,1,NA,6
2700,0,50,1,1,NA,3
2500,1,27,1,1,NA,10
2500,0,36,1,1,NA,6
1050,0,24,0,1,NA,6
NA,1,56,0,1,NA,10
800,1,41,1,1,NA,5
800,1,43,1,1,NA,5
