unemployed,educ,health,age,female,migback
0,10.5,8,70,0,0
0,9,3,66,1,0
0,12,5,72,1,0
0,11.5,6,70,0,0
0,11.5,7,45,0,0
0,7,8,29,1,0
0,9,10,28,0,0
0,15,8,43,0,0
0,11.5,8,35,1,0
0,13,5,46,0,0
0,15,7,46,1,0
0,11.5,8,48,0,0
0,11.5,8,44,1,0
0,13,8,55,0,0
0,11,3,71,0,0
1,11.5,2,40,0,0
0,11.5,9,38,1,0
1,11.5,4,38,0,0
1,9,5,33,1,0
0,12,2,79,1,0
0,11.5,5,50,0,0
1,11.5,8,48,1,0
0,11.5,8,54,1,0
0,11.5,9,31,0,0
0,9,3,77,1,0
0,12,7,67,0,0
0,11.5,10,65,1,0
0,11.5,7,54,1,0
0,11.5,8,50,1,0
0,11.5,8,27,0,0
1,10.5,2,25,0,0
0,8.5,7,23,0,0
0,18,7,65,0,0
0,12,7,63,1,0
0,11.5,7,33,1,0
0,13,9,70,0,0
0,13,8,66,1,0
0,11.5,9,44,1,0
0,11.5,7,80,0,0
0,10.5,6,53,1,0
0,10.5,2,81,0,0
0,7,2,81,1,1
0,16,7,78,1,0
0,11,7,82,0,1
0,13,5,72,1,0
0,13,5,74,0,0
0,11.5,5,71,1,0
0,15,7,65,1,0
0,15,5,67,0,0
0,16,7,63,1,0
0,11.5,6,66,0,0
0,9,1,61,1,1
0,11.5,7,54,1,0
0,11.5,8,56,0,0
0,12,5,84,0,0
0,10.5,4,65,0,0
0,11.5,7,63,1,0
0,11.5,5,58,1,0
0,11.5,8,29,1,0
0,11.5,4,56,0,0
0,11.5,8,56,1,0
0,10.5,6,62,0,0
0,10.5,2,60,1,0
0,18,8,55,1,0
0,11.5,8,26,0,0
0,10,8,21,0,0
0,10.5,5,66,0,0
0,11,10,64,1,0
0,15,3,61,1,1
0,18,7,29,1,0
0,12,8,48,1,0
0,11.5,7,47,0,0
0,NA,NA,17,1,0
0,14,10,53,1,0
0,15,9,27,1,0
0,11.5,7,45,1,0
0,12,5,34,1,0
0,10.5,7,29,0,0
0,12,7,29,1,0
0,14,7,49,1,0
0,12,7,26,1,0
0,9,8,76,0,0
0,10.5,2,66,1,1
0,10.5,8,58,1,0
0,18,5,57,0,0
0,11.5,7,49,1,0
0,10.5,8,21,0,0
0,11.5,6,64,0,0
1,12,8,59,1,1
0,12,8,44,0,0
0,15,8,38,1,0
0,11.5,7,45,1,1
0,15,8,76,0,0
0,11,5,73,1,0
0,16,10,91,0,0
0,12,9,79,1,0
0,18,5,76,0,0
0,18,8,75,1,0
0,11.5,3,66,0,0
0,11.5,10,66,1,0
0,11.5,8,39,0,0
0,12,9,34,1,0
0,11.5,10,51,1,0
0,12,7,27,1,0
0,15,4,78,0,0
0,10.5,8,79,1,0
0,10.5,5,72,0,0
0,11,6,66,1,0
0,11,4,81,0,0
0,10.5,4,79,1,0
0,11.5,8,42,0,0
0,11.5,9,40,1,0
0,13,7,67,0,0
0,18,7,58,1,1
0,11.5,8,35,0,0
0,12,5,42,0,1
0,11.5,2,40,1,0
0,11.5,6,75,0,1
0,14.5,8,68,1,1
0,18,9,61,0,0
0,18,9,58,1,0
0,12,9,54,1,0
0,16,6,32,1,0
0,12,8,74,0,1
0,11.5,9,71,1,1
0,10.5,9,50,1,0
0,9,5,49,1,1
0,11.5,6,24,0,1
0,7,3,90,1,1
1,8.5,7,47,0,0
0,11.5,1,38,0,0
0,15,7,59,1,0
1,12,7,50,0,0
1,11.5,7,47,1,0
0,11.5,8,23,0,0
0,11.5,7,20,1,0
0,9,5,80,0,0
0,9,5,53,1,0
0,8.5,5,53,0,0
0,NA,9,30,0,0
0,11.5,8,59,1,0
0,11.5,5,57,1,0
0,10,5,45,1,0
1,11.5,3,24,0,0
0,18,7,73,1,1
0,18,7,72,0,0
0,13,5,73,0,1
0,12,6,71,1,0
0,18,9,36,0,0
0,18,3,34,1,0
0,18,10,29,1,0
0,9,0,86,1,0
0,18,7,61,0,1
1,11.5,3,47,0,0
0,11.5,6,39,1,0
0,13,2,86,0,0
0,10.5,6,83,1,1
0,10.5,5,74,0,0
0,15,6,48,1,0
0,15,9,47,0,0
0,NA,8,18,0,0
0,15,5,76,1,0
0,11.5,7,47,1,0
0,10,9,22,1,0
0,11.5,5,50,0,0
0,7,8,42,1,0
0,11.5,9,24,0,1
0,10,8,21,0,1
0,10,9,18,1,1
0,10.5,8,70,0,0
0,12,4,69,1,0
0,9,3,88,1,0
0,14,1,86,0,0
0,18,7,74,0,0
0,11,8,71,1,0
0,10.5,5,71,1,0
0,15,8,69,0,0
0,15,5,67,1,0
0,11.5,8,52,0,0
0,11.5,7,48,1,0
0,12,6,76,1,0
0,13,7,75,0,0
0,10.5,5,47,0,0
0,10.5,4,58,0,0
0,10.5,7,72,0,1
0,12,8,65,1,0
1,18,6,31,0,0
0,14.5,10,29,0,0
0,11.5,9,70,0,0
0,18,7,63,1,0
0,10.5,3,85,1,0
0,9,5,54,1,0
0,10,10,89,1,0
0,12,6,80,1,1
0,13,2,34,1,0
0,NA,NA,17,0,0
0,10.5,9,64,1,0
0,10.5,2,83,0,0
1,10.5,5,54,0,0
0,18,7,54,0,0
0,18,9,26,1,0
0,18,9,28,1,0
0,16,10,29,0,0
0,10,9,26,1,1
0,18,4,34,0,0
0,18,8,27,1,0
0,18,9,26,1,0
0,18,8,44,1,0
0,12,8,57,1,0
0,11.5,8,56,0,0
1,11.5,8,49,0,0
0,10.5,6,69,0,0
0,10.5,4,65,1,0
0,10.5,6,64,0,0
0,10.5,5,62,1,0
1,10,0,58,1,0
1,10,7,28,0,0
0,11.5,4,51,1,0
1,8.5,4,29,0,0
0,11.5,7,23,1,0
0,13,8,53,1,0
0,11.5,8,53,0,0
0,12,9,26,1,0
0,7,4,26,1,0
0,11,7,76,0,0
0,12,6,73,1,0
0,11.5,7,69,0,1
0,11.5,6,68,1,0
0,11,8,78,0,0
0,10.5,3,78,1,0
0,12,9,69,1,0
0,10.5,9,74,1,0
0,10.5,9,74,0,0
0,11.5,9,69,0,0
0,11.5,9,66,1,0
0,15,10,37,0,0
0,18,8,37,0,0
0,14.5,9,35,1,0
0,18,8,71,0,0
0,9,5,66,1,0
0,9,3,91,1,0
0,9,0,84,1,0
0,10.5,5,63,1,0
0,13,8,54,0,0
0,12,7,82,1,0
0,10.5,4,80,0,0
0,11.5,7,60,1,0
0,12,6,59,0,1
0,10.5,8,50,0,0
0,11.5,8,41,1,0
0,18,10,39,1,0
0,11.5,8,44,0,1
0,11,5,85,0,0
0,10.5,7,83,1,0
0,11.5,6,39,0,0
0,11.5,8,49,1,0
0,12,10,57,1,1
0,14.5,9,55,0,0
0,14.5,4,54,1,0
0,11,7,37,1,1
0,11,9,36,0,1
0,10.5,7,78,0,0
0,11.5,9,71,0,0
0,11.5,9,62,1,0
0,9,6,84,0,0
0,10.5,1,83,1,0
0,12,9,56,0,0
0,11.5,7,56,1,0
0,9,9,73,0,0
0,10.5,9,68,1,0
0,14.5,9,56,1,0
0,12,8,56,0,0
0,12,7,58,1,0
0,10.5,5,65,0,0
0,9,8,58,1,1
0,9,3,65,1,0
0,10.5,7,64,0,1
0,10.5,10,81,1,0
1,11.5,9,58,1,0
0,15,5,54,0,1
0,12,8,51,1,1
0,NA,9,19,0,1
0,18,8,69,0,1
0,11.5,7,65,1,0
0,16,8,54,1,0
0,13,7,25,1,0
0,10.5,2,73,1,0
0,18,3,90,1,0
0,11.5,8,24,1,0
0,11.5,2,43,0,0
0,11.5,10,73,1,0
0,18,8,31,0,0
0,15,3,29,1,0
0,18,7,29,0,0
0,18,9,29,1,0
0,10.5,7,64,0,1
0,11.5,8,59,1,0
0,10.5,5,65,0,0
0,10.5,8,60,1,1
0,10.5,7,67,0,0
0,10.5,10,64,1,0
0,15,8,40,0,0
0,18,8,37,1,0
0,10.5,6,84,1,0
0,10.5,7,80,0,0
0,10.5,4,77,1,0
0,12,7,47,0,1
1,10.5,6,38,1,0
0,10,7,32,0,0
0,15,9,58,1,1
0,11.5,9,55,1,0
0,10.5,8,51,0,0
0,NA,8,23,1,0
0,NA,9,21,0,0
1,10.5,8,55,0,0
0,10.5,8,49,1,0
0,11.5,8,21,1,0
0,9,NA,17,0,0
0,11,6,76,0,0
0,9,10,71,1,0
0,9,9,48,0,1
0,10.5,8,44,1,0
0,12,8,23,1,0
0,10.5,5,80,0,0
0,14.5,8,52,1,0
0,10.5,8,45,0,0
0,16,4,45,1,0
0,9,8,88,0,0
0,9,6,81,1,0
0,11.5,10,52,1,0
0,10.5,3,66,1,0
0,10.5,9,80,0,0
0,11.5,8,77,1,0
0,11.5,7,61,1,0
0,9,8,42,0,0
0,11.5,8,77,0,0
0,9,7,76,1,0
0,10.5,10,70,0,0
0,10.5,9,68,1,1
0,11.5,3,92,1,0
0,18,8,34,1,0
0,18,3,55,1,1
0,14.5,7,49,1,0
0,10,8,22,0,0
0,NA,5,20,1,0
0,18,4,58,0,0
0,10.5,8,58,1,0
0,NA,10,20,0,0
0,NA,7,20,1,0
0,NA,8,20,0,1
0,13,10,84,0,0
0,11.5,6,80,1,0
0,10.5,7,69,0,1
0,15,9,38,1,1
0,8.5,8,83,1,1
0,8.5,2,52,0,0
0,10.5,0,45,1,0
0,11.5,0,48,0,0
1,10,6,20,0,1
0,9,5,32,1,1
0,11,5,57,0,1
1,7,4,54,1,0
0,10.5,3,73,0,0
0,11.5,8,61,0,0
0,13.5,5,52,1,0
0,13.5,10,25,0,0
0,10,10,21,0,0
0,13,7,50,0,0
0,14.5,5,52,1,0
0,15,9,45,0,0
0,13.5,9,49,0,0
0,10.5,8,49,1,0
0,12,9,22,1,0
0,NA,7,18,0,0
0,11.5,10,24,1,0
0,10.5,3,89,0,0
0,13,8,50,0,1
0,13,6,48,1,1
0,16,9,26,0,1
0,13,9,20,1,1
0,11.5,7,46,0,0
0,11.5,8,45,1,0
0,13,7,26,1,0
0,11.5,5,71,0,0
0,10.5,7,69,1,0
0,11.5,7,51,1,0
0,14.5,2,25,1,0
0,13,4,22,1,0
0,10.5,8,60,0,0
0,11.5,9,58,1,1
0,16,2,63,1,0
1,9,5,48,1,0
0,11.5,8,72,1,0
0,13,10,71,0,0
0,18,8,96,1,1
0,9,8,53,1,1
1,15,8,52,0,1
0,10.5,8,78,0,0
0,12,7,77,1,0
0,11,8,78,1,0
0,9,7,72,0,1
0,9,5,73,1,0
0,10.5,5,47,0,0
0,9,10,81,1,0
0,11,8,59,0,0
0,9,7,42,0,0
0,10.5,5,65,0,0
1,12,8,27,0,0
0,11.5,9,31,1,0
0,11.5,8,61,0,0
0,11.5,7,57,1,0
0,12,7,76,0,0
0,11.5,6,67,0,0
0,11.5,5,58,1,0
0,10.5,6,43,0,0
0,11.5,7,39,1,0
0,13,3,75,1,0
0,11,3,79,1,0
0,10.5,8,76,0,0
0,10.5,8,52,1,0
0,11.5,9,25,1,0
0,13,5,60,0,1
0,14.5,7,58,1,1
0,10,3,56,0,1
0,10.5,6,68,0,0
0,9,4,55,0,1
1,9,0,29,0,0
1,10,6,23,0,0
1,9,5,22,0,0
1,10,4,20,1,0
1,10,3,22,0,0
0,NA,9,49,0,0
0,12,7,46,1,0
0,14.5,10,21,1,0
0,NA,9,19,0,0
0,10.5,5,61,1,1
0,18,4,72,0,0
0,11.5,8,67,0,0
0,11.5,8,66,1,0
0,10.5,8,67,0,0
0,10.5,7,66,1,0
0,10.5,7,72,1,0
0,10.5,6,78,1,0
0,10.5,2,74,0,0
0,10.5,8,73,1,1
0,11.5,1,72,0,0
0,11.5,7,71,1,0
0,11,7,74,0,0
1,7,5,50,1,1
1,7,3,47,0,1
0,9,8,22,0,1
0,9,8,21,0,1
0,NA,8,19,1,1
0,NA,7,18,0,1
0,9,5,48,1,0
0,7,8,26,1,0
0,9,8,26,0,1
0,9,7,20,1,1
0,10,8,24,0,1
0,10.5,2,62,0,0
0,9,5,59,1,0
0,10.5,5,33,0,0
0,10.5,4,30,1,0
0,10.5,8,49,1,0
0,10.5,8,48,0,0
0,11.5,8,69,0,0
0,16,8,56,1,1
0,NA,9,19,1,0
0,18,10,46,1,1
0,10.5,7,75,0,0
0,9,5,67,1,1
0,10.5,9,75,0,0
0,10.5,9,68,1,0
0,11,8,57,0,1
0,11.5,7,45,1,1
0,10.5,10,54,0,0
1,13,7,23,0,0
0,10,7,42,0,1
0,12,9,40,1,1
0,11.5,6,61,1,0
0,16,6,39,1,0
0,10,8,82,0,0
0,15,7,50,1,1
0,10.5,5,52,0,1
0,16,5,50,1,0
0,NA,9,20,0,0
0,NA,9,18,0,0
0,18,9,60,1,0
0,NA,7,21,0,0
0,13,7,48,0,0
0,NA,8,45,1,0
0,18,7,35,0,0
0,18,9,38,0,0
0,18,7,36,1,0
0,13.5,8,75,0,0
0,18,8,52,1,0
0,9,8,52,0,1
0,18,8,66,0,0
0,18,3,61,1,0
0,14,9,33,1,0
0,11.5,9,31,0,0
0,10.5,5,80,1,0
0,17,8,61,0,0
0,12,7,60,1,1
0,15,8,51,0,0
0,10.5,8,50,1,0
0,10,10,19,0,0
0,12,8,29,1,0
0,10.5,4,78,0,0
0,10.5,5,77,1,0
0,13.5,4,47,1,0
0,10.5,5,47,1,0
0,8.5,8,43,0,0
0,16,7,40,0,0
0,15,8,32,1,0
0,16,9,38,0,0
0,13,7,34,1,0
0,18,3,75,1,0
0,11,5,70,0,0
0,10.5,7,63,1,0
0,8.5,8,41,0,0
0,11,7,67,1,0
0,18,3,60,1,0
0,18,8,35,1,0
0,18,8,34,0,0
0,11,6,56,1,0
0,17,8,67,0,0
0,13.5,2,47,0,0
0,18,8,45,1,0
0,18,9,46,1,0
0,NA,9,18,0,0
1,NA,8,62,0,1
0,18,9,31,0,0
0,17,6,49,0,0
0,NA,8,49,1,0
0,16,7,27,0,0
0,18,9,34,1,0
0,18,7,49,0,0
0,10,10,40,1,1
0,NA,10,18,1,1
0,14.5,6,71,0,0
0,11,3,62,1,0
0,11.5,8,50,0,0
0,15,9,35,0,0
0,13,7,34,1,0
0,18,7,43,1,0
0,18,8,43,0,0
0,15,6,43,0,0
0,18,8,36,1,0
0,10.5,7,50,0,0
0,16,7,62,1,0
0,11,7,46,1,1
0,18,6,30,1,0
0,11.5,7,53,0,0
0,16,6,49,1,0
0,18,8,58,1,0
0,10.5,7,80,1,0
0,15,0,75,0,1
0,18,4,74,1,1
0,9,4,40,0,1
0,12,10,37,1,1
0,10.5,8,51,0,0
0,10.5,4,50,1,0
0,13,8,25,1,0
0,10.5,10,44,0,0
0,11.5,9,43,1,0
0,9,7,86,1,0
0,10.5,2,64,1,0
0,10.5,2,55,0,0
0,12,2,35,1,0
0,12,8,64,0,0
0,18,7,46,1,0
0,18,7,60,0,0
0,11.5,3,56,1,0
0,10.5,7,77,0,0
0,10.5,5,76,1,0
0,18,9,59,1,0
0,10.5,5,64,1,0
0,16,8,47,0,0
0,12,7,76,0,0
0,12,7,69,1,1
0,7,0,43,0,0
0,10.5,5,27,1,0
0,10.5,2,70,1,1
0,10.5,1,32,0,1
0,11.5,7,30,1,1
0,12,7,51,0,0
0,16,9,51,1,0
0,NA,NA,17,0,0
0,15,7,34,1,1
0,16,4,48,1,1
0,NA,NA,17,0,0
0,10.5,4,78,0,0
0,9,4,76,1,0
0,18,8,50,0,0
0,11.5,4,35,0,0
0,9,5,29,1,0
0,12,2,69,1,1
0,11,4,70,0,0
0,13,7,44,1,1
0,10,8,69,0,0
0,9,7,66,1,0
0,18,6,34,0,0
0,15,8,28,1,0
0,10.5,7,79,0,0
0,9,9,81,1,0
0,10,5,40,1,1
0,10,NA,17,0,1
0,15,9,73,0,0
0,NA,9,61,1,0
0,10.5,2,69,0,0
0,10.5,7,63,1,0
0,11.5,8,41,0,0
0,8.5,3,43,1,0
0,16,3,86,0,0
0,14,6,83,1,0
0,18,5,69,1,0
0,9,4,67,1,1
0,9,6,66,0,1
0,15,8,57,1,0
0,14,7,57,0,0
0,11.5,9,69,1,0
0,9,7,79,1,0
0,10.5,7,77,0,0
0,11.5,6,50,0,0
0,12,7,47,1,0
0,NA,7,21,0,0
0,10.5,8,47,1,0
0,10.5,8,87,0,0
0,11.5,8,50,0,0
0,11.5,8,47,1,0
0,10.5,8,74,0,0
0,13,9,25,0,1
0,18,9,23,1,0
0,15,7,31,1,1
0,11.5,8,29,0,1
0,9,7,31,1,1
0,9,7,36,0,1
0,10.5,7,78,1,0
0,9,4,48,1,1
0,10,NA,17,0,1
0,18,8,29,1,0
0,11.5,8,28,0,0
0,11.5,9,33,1,1
0,11.5,8,33,0,1
0,15,8,34,0,0
0,11.5,8,29,1,0
1,12,4,60,0,0
0,11,8,65,0,1
0,12,7,61,1,1
0,18,6,72,0,0
0,15,6,42,1,1
0,13,8,42,1,1
0,10.5,6,80,0,0
0,14.5,9,28,0,1
0,10.5,5,81,0,0
0,10.5,5,75,1,0
0,12,7,56,1,0
0,18,7,53,1,0
0,13,10,22,0,0
0,10,8,21,1,0
0,13,7,24,1,0
0,11,9,66,0,0
0,10.5,0,89,1,0
0,11.5,10,53,1,0
0,12,8,26,1,0
0,18,1,53,1,0
0,16,8,59,0,0
0,18,7,64,1,0
0,10,4,50,0,0
0,12,10,67,0,1
1,11,6,65,1,1
0,10.5,8,57,0,0
0,10.5,6,49,0,1
0,9,7,43,1,1
0,10,8,22,0,1
0,NA,NA,17,0,1
0,9,0,55,1,0
0,7,4,34,1,0
0,10.5,9,35,0,0
0,14.5,10,28,1,0
0,9,8,64,1,1
0,12,8,56,0,1
0,11.5,8,62,1,0
0,13,7,30,0,0
0,13,8,20,0,0
0,11.5,8,49,1,0
1,14,5,50,0,0
0,11.5,6,26,1,0
0,11.5,7,26,1,0
0,14,5,64,0,0
0,11.5,5,60,1,0
0,10.5,8,57,0,0
0,11,4,54,1,1
0,10.5,8,52,1,0
0,9,3,19,0,0
0,13,8,62,1,0
0,10.5,2,62,0,0
0,10.5,5,60,1,0
0,10,5,64,1,0
0,15,5,59,1,1
0,11.5,7,56,0,0
0,12,8,55,1,0
0,12,5,55,0,0
0,18,9,59,1,0
0,13,7,73,0,0
0,14.5,10,51,0,0
0,13.5,9,49,1,0
0,13,9,22,1,0
0,NA,7,18,1,0
0,18,7,57,1,0
0,14,8,51,0,0
0,10.5,6,46,0,0
0,15,5,41,1,1
0,12,7,60,1,1
0,12,8,66,1,0
0,15,8,53,0,0
0,16,7,53,1,0
0,13,8,22,1,0
0,NA,NA,17,1,0
0,12,8,46,0,0
0,14.5,6,46,1,0
0,NA,NA,17,1,0
0,12,7,31,0,0
0,NA,7,25,1,1
0,15,7,67,1,0
0,9,5,55,1,0
0,10.5,5,60,0,0
0,NA,8,59,1,0
0,11,5,65,1,0
0,9,5,67,1,0
0,13.5,6,59,1,0
0,9,7,76,1,0
0,13.5,7,73,0,0
0,10.5,5,64,1,0
0,NA,7,64,0,1
0,10.5,4,63,0,0
0,10.5,8,63,1,0
0,9,8,44,0,1
0,12,6,43,1,1
0,10.5,7,72,1,0
0,11.5,7,45,1,0
0,10,5,76,0,0
0,18,9,56,0,0
0,13,6,54,1,1
0,13,7,23,0,0
0,11.5,5,80,0,0
0,12,6,71,1,0
0,11.5,6,54,0,0
0,8.5,4,41,1,0
0,18,3,46,0,0
0,16,5,45,1,0
0,10.5,7,55,1,1
0,10,8,25,0,0
0,10.5,5,79,0,0
0,11,10,75,1,0
0,13,4,83,0,1
0,10.5,2,77,1,0
0,16,6,73,1,0
0,9,9,41,0,1
0,16,2,90,1,0
0,15,7,72,0,0
0,10.5,10,78,1,0
0,10.5,7,78,0,0
0,16,7,83,0,0
0,10.5,5,65,0,0
0,10.5,8,63,1,1
0,9,5,91,1,0
0,10.5,7,74,0,0
0,10.5,8,71,1,0
0,10,1,81,1,0
0,10.5,4,80,0,0
1,9,5,52,1,1
1,10.5,5,49,0,0
0,10.5,6,53,1,0
0,10.5,2,86,0,1
0,11.5,9,68,0,0
0,15,5,68,0,0
0,14,5,61,1,1
1,9,3,61,1,0
0,10.5,8,45,0,1
0,14,7,85,0,0
0,9,7,80,1,0
0,10.5,8,38,1,0
0,9,8,53,1,0
0,9,8,52,0,1
0,9,9,24,0,0
0,10.5,9,72,0,0
0,10.5,10,68,1,0
0,18,8,28,0,0
0,11.5,7,57,0,0
0,14.5,5,51,1,0
0,9,5,72,1,0
0,10.5,4,61,1,1
0,12,6,57,0,0
0,18,10,43,0,0
1,18,10,36,1,0
0,18,8,50,1,0
0,12,8,75,0,0
0,10.5,5,73,1,0
0,9,5,71,1,0
0,10.5,5,70,0,0
0,12,4,71,1,0
0,18,7,35,1,0
0,10,7,37,0,1
0,8.5,10,35,1,1
0,10.5,7,67,0,0
0,10.5,4,66,1,0
0,10.5,7,60,0,0
0,10.5,7,57,1,0
0,18,3,73,0,0
0,11,8,76,1,0
0,11,10,70,0,0
0,10.5,8,66,1,0
0,9,8,76,0,0
0,9,7,76,1,0
0,10.5,6,71,0,0
0,10.5,2,70,1,0
0,9,8,49,0,0
0,11.5,8,46,1,0
0,NA,9,20,1,0
0,NA,10,19,0,0
0,9,7,37,0,1
0,9,4,35,1,1
0,12,8,76,0,0
0,10,3,74,1,0
1,13,7,39,0,1
0,10,7,53,1,0
0,14,7,51,0,0
0,11.5,8,45,1,0
0,11.5,7,44,0,0
0,15,7,53,1,0
0,10.5,10,52,1,0
0,NA,10,49,0,0
0,NA,NA,17,1,0
0,15,9,39,0,1
0,15,8,39,1,0
1,15,2,57,0,1
1,16,3,55,1,1
0,11.5,7,60,0,0
0,18,8,54,1,0
0,NA,NA,17,1,0
0,13,10,52,0,0
0,13,9,73,0,0
0,16,9,71,1,1
0,16,7,29,0,0
0,13,10,23,1,0
0,12,8,66,0,1
0,16,9,55,1,0
0,12,8,39,1,1
0,16,8,45,1,0
0,12,9,44,0,0
0,12,10,29,0,0
0,15,9,78,1,1
0,15,8,79,1,0
0,18,9,76,1,1
0,11,8,67,1,0
0,11.5,9,30,0,0
0,10.5,7,42,1,0
0,18,0,84,0,0
0,11.5,8,72,0,0
0,11,7,71,1,1
1,18,2,50,1,0
0,15,5,60,1,0
0,12,7,55,0,0
0,15,7,35,0,0
1,13.5,9,37,1,0
0,10,6,76,0,1
0,NA,6,74,1,0
0,10.5,8,38,0,1
0,10,8,35,1,1
0,9,8,68,0,0
0,NA,5,65,1,1
0,10.5,8,53,0,0
0,8.5,8,52,1,0
0,10,4,59,1,0
0,10.5,5,56,0,0
0,10.5,3,40,1,0
0,NA,6,20,1,1
0,NA,5,19,0,0
0,10.5,6,60,1,1
0,10.5,8,40,1,0
0,16,5,57,0,0
0,12,9,59,0,0
0,16,9,49,1,0
0,9,6,60,1,1
0,10.5,7,49,0,0
0,10.5,8,41,1,1
0,NA,9,19,1,1
0,9,10,55,0,1
0,12,8,51,1,0
0,12,5,50,0,0
0,11.5,8,44,1,0
0,14.5,6,37,0,1
0,14.5,7,36,1,0
0,10.5,9,48,0,0
0,10.5,8,43,1,0
0,NA,NA,17,0,0
0,9,5,65,1,0
0,9,8,49,1,1
0,12,7,43,0,1
0,12,10,68,1,0
0,15,6,76,1,1
0,12,10,28,1,0
0,9,6,87,1,0
0,10.5,6,34,0,0
0,9,8,32,1,0
0,11.5,3,80,1,0
0,18,5,81,0,0
0,9,7,79,1,0
0,10.5,8,77,0,0
0,10.5,7,39,0,1
0,10.5,8,78,0,0
0,10.5,8,75,1,0
0,11.5,10,57,0,0
0,10.5,4,67,0,0
0,10.5,8,78,0,0
0,11,4,77,1,0
1,11.5,10,58,0,0
0,12,0,84,0,0
0,10.5,3,81,1,0
0,10.5,9,51,0,0
0,11.5,5,46,1,0
0,10,4,19,1,0
0,11.5,7,48,1,0
0,11.5,9,50,0,0
0,10.5,7,76,0,0
0,10.5,7,71,1,0
0,11.5,6,68,0,0
0,7,5,62,1,0
0,10.5,9,71,0,0
0,10.5,8,63,1,0
0,12,9,57,1,1
0,12,1,63,1,1
0,18,6,64,1,0
0,11.5,4,61,0,0
0,11.5,8,49,1,0
0,18,10,34,0,0
0,12,10,31,1,0
0,15,8,38,1,0
0,10.5,10,52,1,0
0,NA,9,19,1,0
0,10.5,4,74,0,0
0,11.5,7,63,0,0
0,11.5,6,61,1,1
0,10.5,5,71,1,0
0,10.5,8,71,0,0
0,10.5,7,70,1,0
0,10.5,4,36,1,1
0,13,7,80,1,0
0,10.5,1,80,0,0
0,9,2,74,1,0
0,16,7,57,0,0
0,14.5,8,54,1,0
1,11,3,57,1,0
0,10.5,10,74,1,1
0,10.5,5,61,0,0
0,11.5,10,55,1,1
0,12,7,39,0,0
0,18,8,37,1,1
0,10.5,10,69,0,0
0,14,10,57,1,0
0,13,9,55,0,0
0,14,4,48,1,0
0,9,10,88,0,0
0,9,6,86,1,0
0,11.5,5,41,1,1
0,14,10,50,0,0
0,12,8,47,1,0
0,7,2,89,1,1
0,11.5,7,59,0,1
0,18,5,44,1,1
0,15,2,78,0,1
0,15,3,74,1,1
0,12,8,54,1,0
0,13,7,42,0,0
0,10.5,5,81,0,0
0,18,8,36,1,0
0,18,7,33,0,0
0,14,5,41,0,0
0,18,9,33,1,1
0,12,5,66,1,1
0,18,5,66,0,0
0,10.5,8,68,1,1
0,NA,8,36,1,1
0,NA,5,18,1,1
0,NA,NA,17,0,1
0,12,7,52,0,0
0,9,4,20,0,0
0,NA,NA,17,0,1
0,11.5,4,68,1,0
0,13,7,51,0,0
0,12,3,37,1,0
0,12,10,28,1,0
0,10.5,5,66,0,0
0,11.5,3,54,1,0
0,10,3,87,0,0
0,11.5,6,63,0,0
0,10.5,8,62,1,0
0,11.5,8,43,1,0
0,NA,4,44,0,0
0,11.5,7,68,1,0
0,11.5,3,59,0,1
0,18,6,51,0,0
0,9,3,68,0,0
0,11.5,7,34,0,0
0,13,7,51,1,0
0,15,7,66,0,1
0,18,8,62,1,0
0,18,8,43,1,1
0,11,7,74,0,0
0,10.5,6,76,0,0
0,10.5,6,76,1,0
0,11.5,5,63,0,1
0,11.5,5,61,1,0
0,18,9,72,1,0
0,10.5,9,82,1,0
0,11.5,8,68,0,0
1,11.5,8,63,1,0
0,14.5,5,44,0,0
0,14.5,9,39,1,0
0,18,7,51,0,0
0,10.5,5,82,0,0
0,10.5,6,75,1,0
0,12,8,60,0,0
0,10.5,9,59,1,0
0,9,5,83,1,0
0,11.5,2,62,0,0
0,11.5,5,53,0,0
0,14,6,45,1,0
0,10.5,10,51,0,0
0,10.5,5,52,0,0
0,10.5,6,51,1,0
0,10.5,10,24,0,0
0,7,10,23,1,1
0,12,5,56,1,0
0,16,8,29,0,0
0,14,8,27,1,0
0,11.5,8,64,0,0
1,11.5,8,59,1,0
0,13,8,25,0,0
0,10.5,6,76,1,0
0,12,7,50,1,0
0,9,6,85,0,0
0,10.5,4,81,1,0
0,13,7,49,1,1
0,12,3,56,1,0
0,11.5,2,51,0,0
0,10.5,7,70,1,0
0,10.5,9,62,0,1
0,14,6,27,1,0
0,13.5,3,27,0,0
0,13,3,52,1,0
0,10.5,5,76,0,0
0,12,6,68,1,0
0,11.5,4,55,0,0
0,18,7,58,1,0
0,11.5,8,55,0,0
0,13,9,54,1,0
0,11.5,7,53,0,0
0,13,8,58,0,1
0,14.5,9,24,0,1
0,18,7,24,1,0
0,18,7,68,0,0
0,13,5,65,1,0
0,13,8,71,0,0
0,12,8,71,1,0
0,17,7,81,0,0
0,10.5,6,78,1,0
0,11.5,8,58,0,0
0,11,8,76,1,0
1,7,4,36,0,0
0,10.5,5,51,0,1
0,15,8,60,0,0
0,11.5,7,54,1,0
0,11.5,8,51,1,0
0,NA,4,23,1,0
0,11.5,3,59,0,0
0,10.5,1,49,1,0
0,16,2,68,0,0
0,11.5,2,66,1,0
0,11.5,5,60,0,0
